schlcode,cohsize,classize,tipuach,grade,coh_id,num_classrooms,avgscore
31250,117,39,7,5,739,3,62.714996
31252,150,37,4,5,741,5,75.514999
31252,150,37,4,5,741,5,76.764999
31252,150,37,4,5,741,5,81.525452
31253,59,26,23,5,743,3,66.925003
31253,59,24,23,5,743,3,58.652176
31255,21,21,46,5,745,1,59.860001
31256,60,30,5,5,747,2,79.419998
31256,60,30,5,5,747,2,79.300003
31257,121,37,7,5,749,4,67.739998
31257,121,36,7,5,749,4,85.029999
31257,121,35,7,5,749,4,82.375
31259,43,24,31,5,751,2,66.5
31260,34,15,30,5,753,2,49
31261,130,38,6,5,755,4,68.065002
31261,130,38,6,5,755,4,73.514999
31261,130,37,6,5,755,4,78.448822
31262,45,24,10,5,757,2,80.294998
31262,45,21,10,5,757,2,73.740005
31265,41,27,5,5,760,2,79.229996
41001,36,23,8,5,763,2,82.104996
41002,130,35,3,5,765,4,72.68
41002,130,37,3,5,765,4,77.665001
41002,130,38,3,5,765,4,71.739944
41003,41,21,31,5,767,2,71.084999
41003,41,20,31,5,767,2,66.809998
41006,15,15,19,5,769,1,70.129997
41009,58,24,10,5,771,3,81.43
41009,58,24,10,5,771,3,78.07
41010,45,23,10,5,773,2,74.120003
41010,45,22,10,5,773,2,58.075912
41012,29,29,33,5,775,1,61
41016,11,11,28,5,777,1,56.299999
41017,29,29,30,5,779,1,65
41018,30,30,1,5,781,1,78.434998
41019,27,27,5,5,783,1,79.849998
41020,134,35,2,5,785,4,72.5
41020,134,33,2,5,785,4,79.555
41020,134,31,2,5,785,4,68.25
41020,134,35,2,5,785,4,75.106369
41023,51,24,11,5,787,2,77.455002
41023,51,27,11,5,787,2,73.770576
41024,43,20,11,5,789,2,74.25
41024,43,23,11,5,789,2,74.449997
41025,52,25,11,5,791,2,73.110001
41025,52,27,11,5,791,2,73.797661
41029,89,30,0,5,793,3,70.345001
41029,89,29,0,5,793,3,72.055
41029,89,30,0,5,793,3,75.020004
41030,19,19,0,5,795,1,67.330002
41032,107,34,12,5,797,4,80.485001
41032,107,34,12,5,797,4,72.875
41032,107,31,12,5,797,4,77.122856
41034,73,33,12,5,799,3,75.690002
41034,73,29,12,5,799,3,78
41035,41,21,21,5,801,2,65.875
41035,41,20,21,5,801,2,64.204544
41037,58,20,18,5,803,3,67.895004
41037,58,22,18,5,803,3,65.665001
41039,32,32,24,5,805,1,62
41040,73,32,6,5,807,3,73.020004
41040,73,31,6,5,807,3,78.110001
41041,21,21,9,5,809,1,75.619995
41045,96,31,10,5,811,3,64.709999
41045,96,34,10,5,811,3,76.845001
41045,96,31,10,5,811,3,68.470001
41046,19,19,6,5,813,1,77.440002
41058,42,22,16,5,816,2,73.934998
41058,42,20,16,5,816,2,73.555
41059,16,16,40,5,818,1,75.345001
41060,92,29,10,5,820,3,72.095001
41060,92,32,10,5,820,3,71.440002
41060,92,31,10,5,820,3,66.460518
41061,87,35,12,5,822,3,69.724998
41061,87,38,12,5,822,3,62.175003
41062,139,34,13,5,823,5,73.235001
41062,139,28,13,5,823,5,80.294998
41062,139,31,13,5,823,5,69.445
41062,139,30,13,5,823,5,
41063,67,32,20,5,825,2,76.375
41063,67,35,20,5,825,2,65.005005
41066,22,22,22,5,827,1,65
41068,23,23,0,5,828,1,75.794998
41071,73,36,3,5,830,2,68.514999
41071,73,37,3,5,830,2,73.245003
41072,41,21,9,5,832,2,75.884995
41072,41,20,9,5,832,2,76.5
41073,119,34,4,5,834,4,76.565002
41073,119,37,4,5,834,4,79.790001
41073,119,38,4,5,834,4,74.516548
41074,20,20,11,5,836,1,68.574997
41077,66,32,25,5,838,2,70.264999
41077,66,34,25,5,838,2,71.811035
41078,226,38,9,5,840,7,79.555
41078,226,36,9,5,840,7,73.139999
41078,226,35,9,5,840,7,78.925003
41078,226,36,9,5,840,7,74.125
41078,226,37,9,5,840,7,74.645004
41078,226,35,9,5,840,7,
41079,25,25,34,5,842,1,58
41080,43,34,35,5,844,2,57.235001
41081,84,27,16,5,846,3,68.139999
41081,84,29,16,5,846,3,67.599998
41081,84,28,16,5,846,3,68.271378
41082,17,17,41,5,848,1,71.535004
41083,14,14,54,5,850,1,76.650002
41084,68,31,6,5,852,3,75.550003
41084,68,25,6,5,852,3,75.709999
41085,158,37,4,5,854,5,82.199997
41085,158,39,4,5,854,5,80.244995
41085,158,11,4,5,854,5,76.889999
41085,158,36,4,5,854,5,80.787941
41086,188,39,5,5,856,5,74.404999
41086,188,35,5,5,856,5,76.764999
41086,188,38,5,5,856,5,78.410004
41086,188,40,5,5,856,5,74.464996
41086,188,37,5,5,856,5,80.065002
41087,97,34,9,5,858,3,68.07
41087,97,32,9,5,858,3,68.714996
41087,97,31,9,5,858,3,73.099998
41089,97,42,18,5,860,3,67.625
41089,97,43,18,5,860,3,58.924999
41091,78,39,11,5,862,2,72.119995
41091,78,39,11,5,862,2,81.807106
41092,28,28,16,5,864,1,62.645
41093,27,25,51,5,866,2,65.43
41094,23,23,3,5,868,1,83.75
41095,51,23,26,5,870,3,82.675003
41095,51,23,26,5,870,3,81.455002
41096,41,20,36,5,872,2,59.935001
41096,41,21,36,5,872,2,68.294998
41097,43,22,8,5,874,2,76.619995
41097,43,21,8,5,874,2,70.375
41098,38,38,36,5,876,1,47.370003
41099,55,25,27,5,878,2,59.84
41099,55,30,27,5,878,2,53.605003
41100,62,31,23,5,880,2,67.860001
41100,62,31,23,5,880,2,68.514999
41101,44,23,43,5,882,2,56.165001
41101,44,21,43,5,882,2,52.575001
41105,33,33,40,5,885,1,69.294998
41106,103,35,4,5,887,4,74.290001
41106,103,28,4,5,887,4,82.980003
41106,103,11,4,5,887,4,70.110001
41108,54,27,20,5,889,2,76.074997
41108,54,27,20,5,889,2,73.309998
41111,82,34,11,5,891,3,73.93
41111,82,28,11,5,891,3,80.870865
41114,23,23,2,5,892,1,78.695
41116,140,32,9,5,894,4,64.900002
41116,140,38,9,5,894,4,78.055
41116,140,34,9,5,894,4,72.955002
41116,140,36,9,5,894,4,76.569229
41118,54,25,4,5,896,2,70.294998
41118,54,29,4,5,896,2,81.175003
41122,19,19,11,5,898,1,69.5
41125,70,30,10,5,900,3,78.599998
41125,70,28,10,5,900,3,78.485001
41126,82,41,5,5,902,2,78.334999
41126,82,41,5,5,902,2,85.139999
41127,56,28,17,5,904,2,75.195
41127,56,28,17,5,904,2,75.805
41129,24,24,33,5,906,1,53.66
41131,47,23,0,5,908,2,79.565002
41131,47,24,0,5,908,2,78.57
41132,58,28,0,5,910,2,76.785004
41132,58,30,0,5,910,2,84.125
41134,51,24,31,5,912,2,47.745003
41134,51,27,31,5,912,2,76.675003
41135,157,39,8,5,914,4,81.294998
41135,157,39,8,5,914,4,75.955002
41135,157,40,8,5,914,4,85.529999
41135,157,39,8,5,914,4,76.968185
41136,63,31,24,5,916,2,76.044998
41136,63,32,24,5,916,2,81.5
41137,134,40,15,5,918,4,82.755005
41137,134,40,15,5,918,4,86.404999
41137,134,40,15,5,918,4,79.580002
41138,173,40,13,5,920,5,74.104996
41138,173,38,13,5,920,5,80.350006
41138,173,40,13,5,920,5,76.714996
41138,173,40,13,5,920,5,73.490005
41139,129,31,12,5,922,4,71.535004
41139,129,28,12,5,922,4,74
41139,129,34,12,5,922,4,71.925003
41139,129,36,12,5,922,4,71.834999
41140,64,26,40,5,924,3,59.610001
41140,64,12,40,5,924,3,57.834999
41142,139,32,11,5,926,4,76.080002
41142,139,37,11,5,926,4,85.785004
41142,139,34,11,5,926,4,82.014999
41142,139,36,11,5,926,4,75.243546
41143,46,22,40,5,928,2,69.5
41143,46,24,40,5,928,2,59.354378
41144,88,27,35,5,930,3,75.770004
41144,88,31,35,5,930,3,68.915001
41144,88,30,35,5,930,3,71.839996
41145,28,28,19,5,932,1,68.830002
41146,46,22,41,5,934,2,68.774994
41146,46,24,41,5,934,2,62.834999
41148,59,29,46,5,936,2,56.764999
41148,59,30,46,5,936,2,59.169998
41149,127,33,19,5,938,4,73.345001
41149,127,30,19,5,938,4,65.974998
41149,127,32,19,5,938,4,70.535004
41149,127,32,19,5,938,4,70.077255
41150,38,38,1,5,940,1,80.059998
41153,10,10,0,5,942,1,68.5
41154,17,17,0,5,944,1,79.384995
41155,76,33,1,5,946,3,75.824997
41155,76,31,1,5,946,3,80.449997
41160,126,39,11,5,948,4,72.074997
41160,126,39,11,5,948,4,79.160004
41160,126,38,11,5,948,4,76.5
41161,166,32,3,5,950,5,78
41161,166,33,3,5,950,5,69.595001
41161,166,34,3,5,950,5,81.809998
41161,166,34,3,5,950,5,77.884995
41161,166,33,3,5,950,5,77.159073
41162,84,28,9,5,952,3,58.290001
41162,84,30,9,5,952,3,67.5
41162,84,26,9,5,952,3,93.25
41163,64,31,8,5,954,2,68.809998
41163,64,33,8,5,954,2,70.110001
41164,15,15,16,5,956,1,61.68
41165,97,33,10,5,958,3,67.695
41165,97,33,10,5,958,3,71.815002
41165,97,31,10,5,958,3,72.199997
41166,100,34,12,5,960,3,77.610001
41166,100,33,12,5,960,3,76.774994
41166,100,33,12,5,960,3,80.919998
41167,28,28,8,5,961,1,67.964996
41168,108,35,4,5,963,3,65.324997
41168,108,37,4,5,963,3,74.915001
41168,108,36,4,5,963,3,71.334999
41169,73,38,10,5,965,2,74.610001
41169,73,39,10,5,965,2,66.899994
41170,84,27,11,5,967,3,59.400002
41170,84,28,11,5,967,3,71.044998
41170,84,29,11,5,967,3,76.222595
41172,84,28,10,5,969,3,78.040001
41172,84,30,10,5,969,3,81.404999
41172,84,26,10,5,969,3,75.8358
41173,83,27,10,5,971,3,82.160004
41173,83,28,10,5,971,3,80.770004
41173,83,28,10,5,971,3,83.539993
41174,123,34,12,5,973,4,66.18
41174,123,27,12,5,973,4,60.810001
41174,123,35,12,5,973,4,61.985001
41174,123,27,12,5,973,4,71.369812
41176,24,24,43,5,975,1,68.209999
41178,49,24,5,5,977,2,87.850006
41178,49,25,5,5,977,2,80.365005
41179,61,32,5,5,979,2,75.005005
41179,61,29,5,5,979,2,75.040001
41181,53,22,20,5,981,3,65.669998
41181,53,21,20,5,981,3,75.330002
41182,37,25,45,5,983,2,67.360001
41183,69,29,2,5,985,3,78.790001
41183,69,32,2,5,985,3,81.175003
41184,49,24,26,5,987,2,75.955002
41184,49,25,26,5,987,2,78.740005
41185,63,28,20,5,989,3,64.084999
41185,63,27,20,5,989,3,68.294998
41186,47,25,24,5,991,2,67.869995
41186,47,22,24,5,991,2,68.910004
41187,98,34,3,5,993,3,80.520004
41187,98,33,3,5,993,3,72.695
41187,98,31,3,5,993,3,77.671448
41189,54,27,14,5,995,2,71.770004
41189,54,27,14,5,995,2,66.389999
41190,199,37,7,5,997,6,74.470001
41190,199,40,7,5,997,6,79.324997
41190,199,36,7,5,997,6,75.559998
41190,199,37,7,5,997,6,83.580002
41190,199,38,7,5,997,6,72.327026
41191,122,36,16,5,999,4,71.629997
41191,122,35,16,5,999,4,68.75
41191,122,37,16,5,999,4,71.046288
41193,44,20,21,5,1001,2,62.564999
41193,44,24,21,5,1001,2,64.324997
41194,80,22,17,5,1003,3,83.190002
41194,80,30,17,5,1003,3,75.410004
41194,80,28,17,5,1003,3,77.604996
41195,111,31,7,5,1005,5,78.5
41195,111,28,7,5,1005,5,69.369995
41195,111,31,7,5,1005,5,76.741112
41197,98,31,12,5,1007,3,79.214996
41197,98,34,12,5,1007,3,82.880005
41197,98,33,12,5,1007,3,83.736664
41198,51,25,6,5,1009,2,81.050003
41198,51,26,6,5,1009,2,79.125
41199,109,37,5,5,1011,3,84.669998
41199,109,37,5,5,1011,3,78.014999
41199,109,35,5,5,1011,3,85.540001
41202,112,38,4,5,1013,3,81.464996
41202,112,37,4,5,1013,3,84.145004
41202,112,37,4,5,1013,3,77.5
41203,119,39,7,5,1015,3,73.894997
41203,119,40,7,5,1015,3,80.229996
41203,119,40,7,5,1015,3,76.737991
41206,67,34,10,5,1017,2,74.690002
41206,67,33,10,5,1017,2,74.175003
41208,92,28,7,5,1019,4,72.335007
41208,92,26,7,5,1019,4,80.884995
41208,92,28,7,5,1019,4,78.794998
41210,80,40,19,5,1021,2,63.974998
41210,80,40,19,5,1021,2,75.242653
41212,96,32,12,5,1023,3,67.154999
41212,96,33,12,5,1023,3,68.254997
41212,96,31,12,5,1023,3,68.609032
41214,21,21,41,5,1025,1,56.5
41217,49,23,46,5,1027,2,61.385002
41217,49,26,46,5,1027,2,67.479568
41218,28,28,2,5,1029,1,71.864998
41220,125,38,3,5,1031,4,72.275002
41220,125,40,3,5,1031,4,71.525002
41220,125,35,3,5,1031,4,73.936218
41221,155,35,5,5,1033,5,79.559998
41221,155,37,5,5,1033,5,77.044998
41221,155,36,5,5,1033,5,80.145004
41221,155,36,5,5,1033,5,79.314713
41225,135,32,8,5,1035,5,79.934998
41225,135,31,8,5,1035,5,82.395004
41225,135,29,8,5,1035,5,77.774994
41225,135,32,8,5,1035,5,77.759995
41227,36,36,2,5,1037,1,70.875
41232,19,19,0,5,1039,1,72.134995
41234,101,34,5,5,1041,3,68.014999
41234,101,32,5,5,1041,3,70.244995
41234,101,35,5,5,1041,3,74.629997
41236,23,23,33,5,1043,1,58
41237,19,19,34,5,1045,1,78
41274,19,19,28,5,1047,1,43.875
41275,34,34,4,5,1049,1,74.154999
41276,92,29,2,5,1051,3,81.580002
41276,92,32,2,5,1051,3,87.729996
41276,92,31,2,5,1051,3,78.759995
41277,80,32,11,5,1053,3,61.760002
41277,80,33,11,5,1053,3,63.200001
41282,64,30,14,5,1055,2,62.375
41282,64,34,14,5,1055,2,61.5
41284,109,36,8,5,1057,3,70.770004
41284,109,37,8,5,1057,3,67.175003
41284,109,36,8,5,1057,3,65.485001
41285,74,37,21,5,1059,2,60
41285,74,37,21,5,1059,2,61.82
41287,111,37,18,5,1061,3,76.57
41287,111,37,18,5,1061,3,77.650002
41287,111,37,18,5,1061,3,66.396378
41288,37,37,7,5,1063,1,62.060001
41289,39,14,44,5,1065,2,42.125
41289,39,25,44,5,1065,2,46.568184
41290,79,25,3,5,1067,3,75
41290,79,29,3,5,1067,3,76.854996
41290,79,25,3,5,1067,3,76.046082
41293,100,34,2,5,1069,3,77.494995
41293,100,34,2,5,1069,3,80.259995
41293,100,32,2,5,1069,3,81.720001
41294,57,31,7,5,1071,2,72.520004
41294,57,26,7,5,1071,2,73.024994
41296,47,24,33,5,1073,2,69.479996
41296,47,23,33,5,1073,2,71.788422
41298,160,40,8,5,1075,4,79
41298,160,40,8,5,1075,4,76.474998
41298,160,40,8,5,1075,4,74.360001
41298,160,40,8,5,1075,4,76.050018
41303,94,31,14,5,1077,3,69.445
41303,94,32,14,5,1077,3,73.145004
41303,94,31,14,5,1077,3,72.115578
41304,41,21,15,5,1079,2,72.354996
41305,19,19,44,5,1081,1,85.110001
41306,31,31,40,5,1083,1,54
41308,70,26,9,5,1085,3,73.410004
41308,70,27,9,5,1085,3,67.815002
41315,32,20,38,5,1087,2,60.050003
41316,46,23,20,5,1089,2,60.574997
41316,46,23,20,5,1089,2,55.325001
41319,142,35,3,5,1091,4,80.065002
41319,142,33,3,5,1091,4,73.815002
41319,142,37,3,5,1091,4,80.445
41319,142,37,3,5,1091,4,71.544998
41324,53,27,31,5,1093,2,47.154999
41324,53,26,31,5,1093,2,43.776905
41325,99,29,17,5,1095,4,61.485001
41325,99,29,17,5,1095,4,68.324997
41325,99,29,17,5,1095,4,68.886497
41326,53,27,47,5,1097,2,65.660004
41326,53,26,47,5,1097,2,58.915001
41327,55,27,16,5,1099,2,72.800003
41327,55,28,16,5,1099,2,60.666664
41329,137,33,4,5,1101,5,81.925003
41329,137,32,4,5,1101,5,76.195
41329,137,34,4,5,1101,5,81.309998
41329,137,30,4,5,1101,5,82.51947
41330,109,36,8,5,1103,3,77.915001
41330,109,38,8,5,1103,3,66.725006
41330,109,35,8,5,1103,3,67.207275
41335,81,41,3,5,1105,2,79.629997
41335,81,40,3,5,1105,2,72.889999
41336,21,21,3,5,1107,1,78
41338,38,26,46,5,1109,2,31.244999
41339,50,27,16,5,1111,2,73.649994
41339,50,23,16,5,1111,2,76.535004
41340,117,38,4,5,1113,4,78.775002
41340,117,37,4,5,1113,4,74.725006
41340,117,36,4,5,1113,4,72.449997
41342,79,40,9,5,1115,2,83.414993
41342,79,39,9,5,1115,2,77.895004
41343,98,35,6,5,1117,3,75.190002
41343,98,30,6,5,1117,3,70.919998
41343,98,33,6,5,1117,3,71.163666
41344,71,33,0,5,1119,2,87.669998
41344,71,38,0,5,1119,2,86.404999
41345,113,39,4,5,1121,3,72.360001
41345,113,36,4,5,1121,3,71.270004
41345,113,38,4,5,1121,3,76.309998
41346,80,40,5,5,1123,2,84.425003
41346,80,40,5,5,1123,2,81.501923
41347,96,31,5,5,1125,3,75.385002
41347,96,32,5,5,1125,3,74.345001
41347,96,33,5,5,1125,3,79.700317
41348,172,35,8,5,1127,5,80.479996
41348,172,35,8,5,1127,5,73.544998
41348,172,34,8,5,1127,5,74.084999
41348,172,34,8,5,1127,5,80.065002
41348,172,34,8,5,1127,5,74.134071
41362,62,30,4,5,1129,3,80.330002
41362,62,25,4,5,1129,3,72.645004
41363,107,37,8,5,1131,3,77.014999
41363,107,35,8,5,1131,3,73.889999
41363,107,35,8,5,1131,3,81.099998
41364,120,36,4,5,1133,4,80.279999
41364,120,36,4,5,1133,4,76.354996
41364,120,37,4,5,1133,4,71.790001
41365,47,36,43,5,1135,2,65.5
41366,84,37,8,5,1137,3,77.955002
41366,84,36,8,5,1137,3,73.544998
41367,127,31,3,5,1139,4,76.805
41367,127,33,3,5,1139,4,80.75
41367,127,29,3,5,1139,4,81.240005
41367,127,34,3,5,1139,4,82.779999
41368,84,37,16,5,1141,3,74.214996
41368,84,36,16,5,1141,3,74.214996
41369,122,31,4,5,1143,4,77.195
41369,122,30,4,5,1143,4,82.470001
41369,122,34,4,5,1143,4,80.485718
41370,30,30,4,5,1145,1,79.339996
41371,39,39,5,5,1147,1,76.474998
41381,66,33,30,5,1149,2,64.470001
41381,66,33,30,5,1149,2,58.635002
41382,121,40,9,5,1151,3,70.615005
41382,121,41,9,5,1151,3,71.440002
41382,121,40,9,5,1151,3,72.401474
41383,177,35,2,5,1153,5,78.919998
41383,177,36,2,5,1153,5,80.875
41383,177,36,2,5,1153,5,78.514999
41383,177,34,2,5,1153,5,76.139999
41383,177,36,2,5,1153,5,76.275002
41384,78,32,5,5,1155,2,78.574997
41385,160,40,6,5,1157,4,75.449997
41385,160,40,6,5,1157,4,74.915001
41385,160,40,6,5,1157,4,75.375
41385,160,40,6,5,1157,4,75.514999
41390,120,36,3,5,1160,4,82.860001
41390,120,39,3,5,1160,4,83.349998
41390,120,35,3,5,1160,4,84.480957
41391,113,36,5,5,1162,3,72.080002
41391,113,38,5,5,1162,3,73.330002
41391,113,39,5,5,1162,3,76.589996
41392,56,26,25,5,1164,2,56.18
41392,56,30,25,5,1164,2,65.830002
41394,60,30,3,5,1166,2,80.055
41394,60,30,3,5,1166,2,78.964821
41397,31,31,0,5,1168,1,83.255005
41398,35,35,8,5,1170,1,67.205002
41399,68,30,32,5,1172,3,77.380005
41399,68,28,32,5,1172,3,76.425003
41400,94,30,3,5,1174,3,67.934998
41400,94,31,3,5,1174,3,73.785004
41400,94,33,3,5,1174,3,77.287552
41402,120,36,4,5,1176,4,70.735001
41402,120,37,4,5,1176,4,74.365005
41402,120,39,4,5,1176,4,79.484474
41403,21,21,14,5,1178,1,76.175003
41406,85,37,26,5,1180,3,58.294998
41406,85,36,26,5,1180,3,55.904999
41407,153,40,1,5,1182,4,78.290001
41407,153,36,1,5,1182,4,73.93
41407,153,39,1,5,1182,4,70.050003
41407,153,38,1,5,1182,4,73.509346
41408,73,37,15,5,1184,2,68.915001
41408,73,36,15,5,1184,2,67.170776
41409,117,38,2,5,1186,4,81.279999
41409,117,34,2,5,1186,4,84.240005
41409,117,35,2,5,1186,4,81.410004
41411,29,29,32,5,1188,1,69.110001
41413,96,32,12,5,1190,3,66.845001
41413,96,33,12,5,1190,3,73.080002
41413,96,31,12,5,1190,3,68.545166
41415,63,34,4,5,1192,2,77.199997
41415,63,29,4,5,1192,2,73.150002
41417,79,40,10,5,1194,2,64.205002
41417,79,39,10,5,1194,2,73.331879
41418,60,30,5,5,1196,2,79.764999
41419,34,34,6,5,1198,1,65.230003
41420,104,35,15,5,1200,3,70.425003
41420,104,34,15,5,1200,3,69.895004
41420,104,35,15,5,1200,3,71.406815
41421,23,23,66,5,1202,1,46.775002
41423,102,34,7,5,1204,3,78.485001
41423,102,37,7,5,1204,3,82.709999
41423,102,33,7,5,1204,3,77.272263
41424,55,28,7,5,1206,2,73.025002
41424,55,27,7,5,1206,2,69.909996
41425,116,35,6,5,1208,4,68.099998
41425,116,36,6,5,1208,4,73.309998
41425,116,35,6,5,1208,4,71.089996
41426,105,31,5,5,1210,4,79.404999
41426,105,27,5,5,1210,4,80.985001
41426,105,31,5,5,1210,4,82.964996
41427,51,24,25,5,1212,2,59.639999
41427,51,27,25,5,1212,2,57.307175
41431,96,32,1,5,1214,3,78.565002
41431,96,33,1,5,1214,3,78.354996
41431,96,31,1,5,1214,3,70.619995
41432,69,33,16,5,1216,2,76.020004
41432,69,36,16,5,1216,2,71.365005
41433,76,37,3,5,1218,2,81.625
41433,76,39,3,5,1218,2,78.270004
41434,116,39,4,5,1220,3,66.724998
41434,116,40,4,5,1220,3,61.5
41434,116,37,4,5,1220,3,67.455002
41435,111,31,1,5,1222,4,79.630005
41435,111,36,1,5,1222,4,74.869995
41435,111,32,1,5,1222,4,81.145004
41436,120,39,3,5,1224,3,80.199997
41436,120,41,3,5,1224,3,74.779999
41436,120,40,3,5,1224,3,74.919998
41437,61,31,3,5,1226,2,75.584999
41437,61,30,3,5,1226,2,76.635002
41440,80,40,2,5,1228,2,71.419998
41440,80,40,2,5,1228,2,76.385002
41441,86,38,1,5,1230,3,63.529999
41441,86,38,1,5,1230,3,73.764999
41442,76,34,13,5,1232,3,65.75
41442,76,33,13,5,1232,3,81.076843
41443,97,32,5,5,1234,3,69.419998
41443,97,33,5,5,1234,3,65.605003
41443,97,32,5,5,1234,3,70.466835
41444,65,34,1,5,1236,2,83.470001
41444,65,31,1,5,1236,2,76.555
41445,208,35,13,5,1238,6,76.645004
41445,208,35,13,5,1238,6,77.845001
41445,208,35,13,5,1238,6,75.559998
41445,208,34,13,5,1238,6,73.514999
41445,208,33,13,5,1238,6,76.264999
41445,208,36,13,5,1238,6,73.361115
41447,32,32,0,5,1240,1,81.25
41448,73,33,8,5,1242,3,67.294998
41448,73,32,8,5,1242,3,67.145004
41449,41,41,13,5,1244,1,75.994995
41450,95,29,1,5,1246,3,85.509995
41450,95,32,1,5,1246,3,80.919998
41450,95,34,1,5,1246,3,83.104996
41452,114,26,30,5,1248,4,66.440002
41452,114,27,30,5,1248,4,71.055
41452,114,30,30,5,1248,4,60.639999
41452,114,31,30,5,1248,4,
41456,38,38,6,5,1252,1,81.660004
41457,70,36,7,5,1254,2,74.865005
41457,70,34,7,5,1254,2,77.794998
41458,72,36,6,5,1256,2,62.415001
41458,72,36,6,5,1256,2,66.25
41462,20,20,4,5,1258,1,71.904999
41468,44,22,4,5,1261,2,84.119995
41468,44,22,4,5,1261,2,79.729996
51002,170,31,17,5,1263,6,54.650002
51002,170,32,17,5,1263,6,60.870003
51002,170,30,17,5,1263,6,53.345001
51002,170,33,17,5,1263,6,63.73
51002,170,33,17,5,1263,6,67.300003
51004,61,31,33,5,1265,2,62.924999
51004,61,30,33,5,1265,2,57.57
51005,94,30,31,5,1267,3,56.599998
51005,94,30,31,5,1267,3,66.309998
51005,94,34,31,5,1267,3,55.817001
51006,36,16,25,5,1269,2,51.004997
51006,36,20,25,5,1269,2,44.875
51007,87,37,7,5,1271,3,73.470001
51007,87,37,7,5,1271,3,71.690002
51009,17,17,11,5,1275,1,65
51010,51,26,27,5,1277,2,59.849998
51010,51,26,27,5,1277,2,61.165001
51011,52,28,18,5,1279,2,64.779999
51011,52,24,18,5,1279,2,65.301521
51012,28,28,7,5,1281,1,66.785004
51014,24,24,19,5,1283,1,60.18
51015,46,21,34,5,1285,3,60.174999
51015,46,16,34,5,1285,3,63.5
51016,70,35,10,5,1287,2,68.714996
51016,70,35,10,5,1287,2,73.934998
51018,22,22,52,5,1289,1,40.690002
51019,55,25,2,5,1291,2,85.035004
51019,55,30,2,5,1291,2,77.024994
51020,37,15,34,5,1293,2,47.279999
51020,37,22,34,5,1293,2,59.998962
51021,145,38,9,5,1295,4,72.945
51021,145,37,9,5,1295,4,74.845001
51021,145,36,9,5,1295,4,67.175003
51021,145,34,9,5,1295,4,75.584
51022,73,26,34,5,1297,4,61.480003
51022,73,23,34,5,1297,4,55.095001
51023,111,36,10,5,1299,3,61.424999
51023,111,37,10,5,1299,3,63.545002
51023,111,38,10,5,1299,3,61.504997
51025,115,38,17,5,1301,3,66.470001
51025,115,39,17,5,1301,3,68.25
51025,115,38,17,5,1301,3,65.665001
51026,51,26,18,5,1303,2,62.880001
51026,51,25,18,5,1303,2,58.385002
51027,53,26,42,5,1305,2,54.544998
51027,53,27,42,5,1305,2,56.334999
51028,57,29,18,5,1307,2,61.970001
51028,57,28,18,5,1307,2,68.699997
51031,80,40,2,5,1309,2,77.474998
51031,80,40,2,5,1309,2,78.547035
51032,76,31,2,5,1311,3,74.739998
51032,76,31,2,5,1311,3,71.75
51033,53,26,3,5,1313,2,73.669998
51033,53,27,3,5,1313,2,83.136795
51034,47,22,3,5,1315,2,78.150002
51034,47,25,3,5,1315,2,79.514999
51035,65,33,2,5,1317,2,73.065002
51035,65,35,2,5,1317,2,75.669998
51036,49,22,4,5,1319,2,82.839996
51036,49,27,4,5,1319,2,77.520004
51038,70,35,3,5,1321,2,76.434998
51038,70,35,3,5,1321,2,76.809998
51039,114,38,6,5,1323,3,82.604996
51039,114,39,6,5,1323,3,76.839996
51039,114,37,6,5,1323,3,77.855438
51040,61,33,11,5,1325,2,69.789993
51040,61,28,11,5,1325,2,67.595001
51041,129,31,7,5,1327,4,79.225006
51041,129,32,7,5,1327,4,74.104996
51041,129,32,7,5,1327,4,69.385002
51041,129,34,7,5,1327,4,67.830002
51042,118,32,15,5,1329,4,84.050003
51042,118,33,15,5,1329,4,78.565002
51042,118,30,15,5,1329,4,80.520004
51042,118,28,15,5,1329,4,71.82
51043,96,32,6,5,1331,3,86.055
51043,96,32,6,5,1331,3,81.945
51043,96,32,6,5,1331,3,84.294998
51044,61,28,18,5,1333,2,64.615005
51044,61,33,18,5,1333,2,67.600006
51045,51,24,10,5,1335,2,64.764999
51045,51,27,10,5,1335,2,74.039993
51046,40,20,30,5,1337,2,62.375
51046,40,20,30,5,1337,2,62.875
51048,130,31,6,5,1339,4,69.050003
51048,130,34,6,5,1339,4,74.080002
51048,130,30,6,5,1339,4,63.095001
51048,130,35,6,5,1339,4,70.951408
51049,34,34,20,5,1341,1,68.839996
51050,96,34,12,5,1343,3,60.684998
51050,96,31,12,5,1343,3,67.324997
51050,96,31,12,5,1343,3,92.029999
51051,50,25,8,5,1345,2,77.419998
51051,50,25,8,5,1345,2,63.291668
51052,81,40,7,5,1347,2,69.300003
51052,81,41,7,5,1347,2,66.675003
51053,35,14,28,5,1349,2,48.690002
51053,35,21,28,5,1349,2,54.419998
51054,72,36,6,5,1351,2,68.300003
51054,72,36,6,5,1351,2,65.165001
51055,47,24,8,5,1353,2,70.800003
51055,47,23,8,5,1353,2,74.339996
51056,115,37,7,5,1355,3,74.014999
51056,115,40,7,5,1355,3,73.604996
51056,115,38,7,5,1355,3,74.404091
51057,65,30,20,5,1357,2,52.09
51057,65,35,20,5,1357,2,64.25
51058,67,33,12,5,1359,2,58.915001
